FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,Notes
"NC, Lincoln",1999-2024,37109,Human infections and non-human activity,1,1,1,
"NC, Mcdowell",1999-2024,37111,Non-human activity,0,0,0,
"NC, Macon",1999-2024,37113,Non-human activity,0,0,0,
"NC, Madison",1999-2024,37115,Non-human activity,0,0,0,
"NC, Martin",1999-2024,37117,Human infections and non-human activity,1,1,0,
"NC, Mecklenburg",1999-2024,37119,Human infections and non-human activity,28,26,11,
"NC, Mitchell",1999-2024,37121,Non-human activity,0,0,0,
"NC, Montgomery",1999-2024,37123,Human infections and non-human activity,1,1,0,
"NC, Moore",1999-2024,37125,Human infections and non-human activity,1,1,0,
"NC, Nash",1999-2024,37127,Human infections and non-human activity,1,1,0,
"NC, New Hanover",1999-2024,37129,Human infections and non-human activity,6,6,2,
"NC, Northampton",1999-2024,37131,Non-human activity,0,0,0,
"NC, Onslow",1999-2024,37133,Human infections and non-human activity,2,2,0,
"NC, Orange",1999-2024,37135,Human infections and non-human activity,1,1,0,
"NC, Pamlico",1999-2024,37137,Non-human activity,0,0,0,
"NC, Pasquotank",1999-2024,37139,Human infections and non-human activity,1,0,0,
"NC, Pender",1999-2024,37141,Non-human activity,0,0,0,
"NC, Perquimans",1999-2024,37143,Non-human activity,0,0,0,
"NC, Person",1999-2024,37145,Non-human activity,0,0,0,
"NC, Pitt",1999-2024,37147,Human infections and non-human activity,4,4,0,
"NC, Polk",1999-2024,37149,Non-human activity,0,0,0,
"NC, Randolph",1999-2024,37151,Human infections and non-human activity,1,0,0,
"NC, Richmond",1999-2024,37153,Non-human activity,0,0,0,
"NC, Robeson",1999-2024,37155,Human infections and non-human activity,0,0,1,
"NC, Rockingham",1999-2024,37157,Non-human activity,0,0,0,
"NC, Rowan",1999-2024,37159,Human infections and non-human activity,1,1,0,
"NC, Rutherford",1999-2024,37161,Human infections and non-human activity,1,1,0,
"NC, Sampson",1999-2024,37163,Non-human activity,0,0,0,
"NC, Scotland",1999-2024,37165,Human infections,1,1,0,
"NC, Stanly",1999-2024,37167,Non-human activity,0,0,0,
"NC, Stokes",1999-2024,37169,Non-human activity,0,0,0,
"NC, Surry",1999-2024,37171,Non-human activity,0,0,0,
"NC, Swain",1999-2024,37173,Non-human activity,0,0,0,
"NC, Transylvania",1999-2024,37175,Non-human activity,0,0,0,
"NC, Tyrrell",1999-2024,37177,Non-human activity,0,0,0,
"NC, Union",1999-2024,37179,Human infections and non-human activity,1,1,0,
"NC, Vance",1999-2024,37181,Human infections and non-human activity,1,1,0,
"NC, Wake",1999-2024,37183,Human infections and non-human activity,14,12,10,
"NC, Warren",1999-2024,37185,Non-human activity,0,0,0,
"NC, Washington",1999-2024,37187,Non-human activity,0,0,0,
"NC, Watauga",1999-2024,37189,Human infections and non-human activity,2,2,0,
"NC, Wayne",1999-2024,37191,Human infections,1,1,1,
"NC, Wilkes",1999-2024,37193,Human infections and non-human activity,1,1,0,
"NC, Wilson",1999-2024,37195,Human infections and non-human activity,1,1,0,
"NC, Yadkin",1999-2024,37197,Non-human activity,0,0,0,
"ND, Adams",1999-2024,38001,Human infections and non-human activity,11,3,1,
"ND, Barnes",1999-2024,38003,Human infections and non-human activity,35,16,7,
"ND, Benson",1999-2024,38005,Human infections and non-human activity,19,7,0,
"ND, Billings",1999-2024,38007,Human infections and non-human activity,2,2,0,
"ND, Bottineau",1999-2024,38009,Human infections and non-human activity,15,5,2,
"ND, Bowman",1999-2024,38011,Human infections and non-human activity,22,2,1,
"ND, Burke",1999-2024,38013,Human infections and non-human activity,13,4,0,
"ND, Burleigh",1999-2024,38015,Human infections and non-human activity,400,80,48,
"ND, Cass",1999-2024,38017,Human infections and non-human activity,195,58,27,
"ND, Cavalier",1999-2024,38019,Human infections and non-human activity,6,2,0,
"ND, Dickey",1999-2024,38021,Human infections and non-human activity,51,11,3,
"ND, Divide",1999-2024,38023,Human infections,5,1,0,
"ND, Dunn",1999-2024,38025,Human infections and non-human activity,23,6,0,
"ND, Eddy",1999-2024,38027,Human infections and non-human activity,5,0,0,
"ND, Emmons",1999-2024,38029,Human infections and non-human activity,25,7,1,
"ND, Foster",1999-2024,38031,Human infections and non-human activity,14,4,4,
"ND, Golden Valley",1999-2024,38033,Human infections and non-human activity,4,1,0,
"ND, Grand Forks",1999-2024,38035,Human infections and non-human activity,34,11,7,
"ND, Grant",1999-2024,38037,Human infections and non-human activity,17,3,1,
"ND, Griggs",1999-2024,38039,Human infections and non-human activity,11,4,2,
"ND, Hettinger",1999-2024,38041,Human infections and non-human activity,11,3,2,
"ND, Kidder",1999-2024,38043,Human infections and non-human activity,5,3,0,
"ND, La Moure",1999-2024,38045,Human infections and non-human activity,47,6,6,
"ND, Logan",1999-2024,38047,Human infections and non-human activity,7,3,1,
"ND, Mchenry",1999-2024,38049,Human infections and non-human activity,36,9,2,
"ND, Mcintosh",1999-2024,38051,Human infections and non-human activity,15,6,0,
"ND, Mckenzie",1999-2024,38053,Human infections and non-human activity,30,4,3,
"ND, Mclean",1999-2024,38055,Human infections and non-human activity,82,26,5,
"ND, Mercer",1999-2024,38057,Human infections and non-human activity,66,10,3,
"ND, Morton",1999-2024,38059,Human infections and non-human activity,150,26,13,
"ND, Mountrail",1999-2024,38061,Human infections and non-human activity,33,8,1,
"ND, Nelson",1999-2024,38063,Human infections and non-human activity,9,5,2,
"ND, Oliver",1999-2024,38065,Human infections and non-human activity,12,1,0,
"ND, Pembina",1999-2024,38067,Human infections and non-human activity,4,0,2,
"ND, Pierce",1999-2024,38069,Human infections and non-human activity,11,4,0,
"ND, Ramsey",1999-2024,38071,Human infections and non-human activity,44,6,6,
"ND, Ransom",1999-2024,38073,Human infections and non-human activity,29,4,4,
"ND, Renville",1999-2024,38075,Human infections and non-human activity,8,0,0,
"ND, Richland",1999-2024,38077,Human infections and non-human activity,52,16,11,
"ND, Rolette",1999-2024,38079,Human infections and non-human activity,7,2,0,
"ND, Sargent",1999-2024,38081,Human infections and non-human activity,36,7,9,
"ND, Sheridan",1999-2024,38083,Human infections and non-human activity,10,1,0,
"ND, Sioux",1999-2024,38085,Human infections and non-human activity,18,6,0,
"ND, Slope",1999-2024,38087,Human infections and non-human activity,3,0,0,
"ND, Stark",1999-2024,38089,Human infections and non-human activity,68,19,4,
"ND, Steele",1999-2024,38091,Human infections and non-human activity,7,3,0,
"ND, Stutsman",1999-2024,38093,Human infections and non-human activity,100,25,7,
"ND, Towner",1999-2024,38095,Human infections and non-human activity,5,0,0,
"ND, Traill",1999-2024,38097,Human infections and non-human activity,18,2,1,
"ND, Walsh",1999-2024,38099,Human infections and non-human activity,24,9,6,
"ND, Ward",1999-2024,38101,Human infections and non-human activity,120,32,21,
"ND, Wells",1999-2024,38103,Human infections and non-human activity,20,4,2,
"ND, Williams",1999-2024,38105,Human infections and non-human activity,82,16,11,
"OH, Adams",1999-2024,39001,Human infections and non-human activity,2,2,0,
"OH, Allen",1999-2024,39003,Human infections and non-human activity,16,12,2,
"OH, Ashland",1999-2024,39005,Human infections and non-human activity,1,1,3,
"OH, Ashtabula",1999-2024,39007,Human infections and non-human activity,8,7,1,
"OH, Athens",1999-2024,39009,Human infections and non-human activity,2,2,0,
"OH, Auglaize",1999-2024,39011,Human infections and non-human activity,11,8,5,
"OH, Belmont",1999-2024,39013,Human infections and non-human activity,1,1,0,
"OH, Brown",1999-2024,39015,Human infections and non-human activity,2,2,0,
"OH, Butler",1999-2024,39017,Human infections and non-human activity,20,18,0,
"OH, Carroll",1999-2024,39019,Human infections and non-human activity,1,1,1,
"OH, Champaign",1999-2024,39021,Human infections and non-human activity,3,3,1,
"OH, Clark",1999-2024,39023,Human infections and non-human activity,37,27,1,
"OH, Clermont",1999-2024,39025,Human infections and non-human activity,21,12,1,
"OH, Clinton",1999-2024,39027,Human infections and non-human activity,5,3,0,
"OH, Columbiana",1999-2024,39029,Human infections and non-human activity,3,2,1,
"OH, Coshocton",1999-2024,39031,Human infections and non-human activity,1,1,1,
"OH, Crawford",1999-2024,39033,Human infections and non-human activity,0,0,1,
"OH, Cuyahoga",1999-2024,39035,Human infections and non-human activity,372,268,20,
"OH, Darke",1999-2024,39037,Human infections and non-human activity,8,5,2,
"OH, Defiance",1999-2024,39039,Human infections and non-human activity,11,4,0,
"OH, Delaware",1999-2024,39041,Human infections and non-human activity,0,0,1,
"OH, Erie",1999-2024,39043,Human infections and non-human activity,4,4,0,
"OH, Fairfield",1999-2024,39045,Human infections and non-human activity,2,2,4,
"OH, Fayette",1999-2024,39047,Human infections and non-human activity,1,0,0,
"OH, Franklin",1999-2024,39049,Human infections and non-human activity,43,29,13,
"OH, Fulton",1999-2024,39051,Human infections and non-human activity,10,8,0,
"OH, Gallia",1999-2024,39053,Non-human activity,0,0,0,
"OH, Geauga",1999-2024,39055,Human infections and non-human activity,5,2,1,
"OH, Greene",1999-2024,39057,Human infections and non-human activity,5,1,1,
"OH, Guernsey",1999-2024,39059,Human infections and non-human activity,2,2,0,
"OH, Hamilton",1999-2024,39061,Human infections and non-human activity,75,60,7,
"OH, Hancock",1999-2024,39063,Human infections and non-human activity,14,8,2,
"OH, Hardin",1999-2024,39065,Human infections and non-human activity,5,2,0,
"OH, Harrison",1999-2024,39067,Non-human activity,0,0,0,
"OH, Henry",1999-2024,39069,Human infections and non-human activity,3,3,1,
"OH, Highland",1999-2024,39071,Human infections and non-human activity,1,0,0,
"OH, Hocking",1999-2024,39073,Non-human activity,0,0,0,
"OH, Holmes",1999-2024,39075,Human infections and non-human activity,10,8,5,
"OH, Huron",1999-2024,39077,Human infections and non-human activity,5,2,0,
"OH, Jackson",1999-2024,39079,Human infections and non-human activity,2,2,0,
"OH, Jefferson",1999-2024,39081,Human infections and non-human activity,1,1,0,
"OH, Knox",1999-2024,39083,Human infections and non-human activity,3,3,0,
"OH, Lake",1999-2024,39085,Human infections and non-human activity,15,9,3,
"OH, Lawrence",1999-2024,39087,Human infections and non-human activity,1,1,0,
"OH, Licking",1999-2024,39089,Human infections and non-human activity,8,6,1,
"OH, Logan",1999-2024,39091,Human infections and non-human activity,3,2,0,
"OH, Lorain",1999-2024,39093,Human infections and non-human activity,33,26,1,
"OH, Lucas",1999-2024,39095,Human infections and non-human activity,57,42,6,
"OH, Madison",1999-2024,39097,Human infections and non-human activity,3,2,0,
"OH, Mahoning",1999-2024,39099,Human infections and non-human activity,11,8,0,
"OH, Marion",1999-2024,39101,Human infections and non-human activity,6,3,2,
"OH, Medina",1999-2024,39103,Human infections and non-human activity,6,5,2,
"OH, Meigs",1999-2024,39105,Human infections and non-human activity,1,1,1,
"OH, Mercer",1999-2024,39107,Human infections and non-human activity,10,7,3,
"OH, Miami",1999-2024,39109,Human infections and non-human activity,5,4,1,
"OH, Monroe",1999-2024,39111,Non-human activity,0,0,0,
"OH, Montgomery",1999-2024,39113,Human infections and non-human activity,39,25,8,
"OH, Morgan",1999-2024,39115,Human infections and non-human activity,1,1,0,
"OH, Morrow",1999-2024,39117,Non-human activity,0,0,0,
"OH, Muskingum",1999-2024,39119,Human infections and non-human activity,2,2,0,
"OH, Noble",1999-2024,39121,Human infections and non-human activity,1,1,0,
"OH, Ottawa",1999-2024,39123,Human infections and non-human activity,4,2,3,
"OH, Paulding",1999-2024,39125,Human infections and non-human activity,4,3,0,
"OH, Perry",1999-2024,39127,Human infections and non-human activity,1,0,0,
"OH, Pickaway",1999-2024,39129,Human infections and non-human activity,1,0,0,
"OH, Pike",1999-2024,39131,Non-human activity,0,0,0,
"OH, Portage",1999-2024,39133,Human infections and non-human activity,4,4,1,
"OH, Preble",1999-2024,39135,Human infections and non-human activity,6,5,0,
"OH, Putnam",1999-2024,39137,Human infections and non-human activity,15,8,1,
"OH, Richland",1999-2024,39139,Human infections and non-human activity,4,4,0,
"OH, Ross",1999-2024,39141,Human infections and non-human activity,5,4,1,
"OH, Sandusky",1999-2024,39143,Human infections and non-human activity,3,3,1,
"OH, Scioto",1999-2024,39145,Human infections and non-human activity,1,1,0,
"OH, Seneca",1999-2024,39147,Human infections and non-human activity,2,1,1,
"OH, Shelby",1999-2024,39149,Human infections and non-human activity,2,1,1,
"OH, Stark",1999-2024,39151,Human infections and non-human activity,28,21,3,
"OH, Summit",1999-2024,39153,Human infections and non-human activity,16,12,3,
"OH, Trumbull",1999-2024,39155,Human infections and non-human activity,15,12,1,
"OH, Tuscarawas",1999-2024,39157,Human infections and non-human activity,2,1,0,
"OH, Union",1999-2024,39159,Human infections and non-human activity,4,4,0,
"OH, Van Wert",1999-2024,39161,Human infections and non-human activity,6,1,1,
"OH, Vinton",1999-2024,39163,Non-human activity,0,0,0,
"OH, Warren",1999-2024,39165,Human infections and non-human activity,8,7,0,
"OH, Washington",1999-2024,39167,Human infections and non-human activity,1,0,0,
"OH, Wayne",1999-2024,39169,Human infections and non-human activity,16,10,5,
"OH, Williams",1999-2024,39171,Human infections and non-human activity,8,5,0,
"OH, Wood",1999-2024,39173,Human infections and non-human activity,18,12,1,
"OH, Wyandot",1999-2024,39175,Human infections and non-human activity,9,6,1,
"OK, Adair",1999-2024,40001,Non-human activity,0,0,0,
"OK, Alfalfa",1999-2024,40003,Human infections and non-human activity,3,1,1,
"OK, Atoka",1999-2024,40005,Human infections and non-human activity,2,0,0,
"OK, Beaver",1999-2024,40007,Human infections and non-human activity,11,9,2,
"OK, Beckham",1999-2024,40009,Human infections and non-human activity,4,2,0,
"OK, Blaine",1999-2024,40011,Human infections and non-human activity,4,3,1,
"OK, Bryan",1999-2024,40013,Human infections and non-human activity,7,3,1,
"OK, Caddo",1999-2024,40015,Human infections and non-human activity,5,5,2,
"OK, Canadian",1999-2024,40017,Human infections and non-human activity,25,17,6,
"OK, Carter",1999-2024,40019,Human infections and non-human activity,53,31,14,
"OK, Cherokee",1999-2024,40021,Human infections and non-human activity,2,1,0,
"OK, Choctaw",1999-2024,40023,Human infections and non-human activity,4,2,0,
"OK, Cimarron",1999-2024,40025,Human infections,3,3,2,
"OK, Cleveland",1999-2024,40027,Human infections and non-human activity,49,31,6,
"OK, Coal",1999-2024,40029,Human infections and non-human activity,2,2,0,
"OK, Comanche",1999-2024,40031,Human infections and non-human activity,27,22,31,
"OK, Cotton",1999-2024,40033,Human infections and non-human activity,2,2,1,
"OK, Craig",1999-2024,40035,Human infections and non-human activity,1,0,0,
"OK, Creek",1999-2024,40037,Human infections and non-human activity,5,4,1,
"OK, Custer",1999-2024,40039,Human infections and non-human activity,9,3,2,
"OK, Delaware",1999-2024,40041,Human infections and non-human activity,4,2,0,
"OK, Dewey",1999-2024,40043,Human infections and non-human activity,1,1,0,
"OK, Ellis",1999-2024,40045,Human infections and non-human activity,9,2,1,
"OK, Garfield",1999-2024,40047,Human infections and non-human activity,21,15,13,
"OK, Garvin",1999-2024,40049,Human infections and non-human activity,4,1,2,
"OK, Grady",1999-2024,40051,Human infections and non-human activity,7,3,2,
"OK, Grant",1999-2024,40053,Human infections and non-human activity,6,3,3,
"OK, Greer",1999-2024,40055,Human infections and non-human activity,1,0,0,
"OK, Harmon",1999-2024,40057,Non-human activity,0,0,0,
"OK, Harper",1999-2024,40059,Human infections and non-human activity,6,1,1,
